bias,pos_freq,neg_freq,label
1,82.86132994346639,59.12698199637793,1
1,80.40522371090077,83.1324244804637,0
1,89.3532316147547,71.00704190430693,1
1,75.05997601918082,88.11356308764276,0
1,25.65151067676132,20.0,1
1,86.16263691415206,72.64296249465602,1
1,28.792360097775937,36.932370625238775,0
1,111.49887891813083,92.40670971309389,1
1,56.133768802744754,42.15447781671598,1
1,28.053520278211074,34.219877264537345,0
1,89.9166280506559,88.32326986700618,1
1,69.4118145563131,50.556898639058154,1
1,68.11020481543129,68.54925236645546,0
1,79.42921376924235,90.55937278934744,0
1,105.16653460107925,107.68008172359454,0
1,45.35416188179427,34.322004603461025,1
1,84.02380615040002,92.47702417357513,0
1,24.698178070456937,17.435595774162696,1
1,41.84495190581536,45.617978911828175,0
1,87.41853350405736,84.32081593533118,1
1,61.02458520956943,31.89043743820395,1
1,76.75285010994706,84.09518416651456,0
1,37.1887079635741,43.95452195167182,0
1,6.4031242374328485,5.830951894845301,1
1,94.88940931421166,82.59539938761722,1
1,60.40695324215582,52.306787322488084,1
1,51.10772935672255,50.85272854036448,1
1,13.74772708486752,10.677078252031311,1
1,32.93933818400121,43.54308211415448,0
1,63.166446789415026,60.28266749240614,1
1,61.538605769061746,52.94336596779619,1
1,92.05433178292046,105.89617556833674,0
1,50.07993610219566,67.19374970932937,0
1,11.269427669584644,11.575836902790225,0
1,43.40506882842141,20.808652046684813,1
1,26.77685567799177,27.129319932501073,0
1,44.429719783046124,56.542019772908716,0
1,51.894122981316485,38.23610858861032,1
1,92.63368717696602,85.24083528450434,1
1,40.69397989875161,55.78530272392541,0
1,21.18962010041709,15.231546211727817,1
1,110.46718969902331,84.75848040166836,1
1,31.796226191169293,36.701498607005135,0
1,54.24020648928247,43.79497688091638,1
1,31.22498999199199,31.606961258558215,0
1,126.18637010390623,137.67715859938423,0
1,100.31450543166726,96.81425514871248,1
1,15.0996688705415,28.035691537752374,0
1,21.447610589527216,17.233687939614086,1
1,62.51399843235114,43.439613257946945,1
1,49.07137658554119,45.48626166217664,1
1,59.531504264548865,64.38167441127949,0
1,83.46855695410099,90.2551937563706,0
1,101.1632344283238,82.42572413997951,1
1,99.13122616007531,87.34414691323055,1
1,26.720778431774775,21.047565179849187,1
1,113.88151737661384,105.20456263869927,1
1,19.131126469708992,17.029386365926403,1
1,120.19151384353223,88.35722947218298,1
1,26.627053911388696,27.85677655436824,0
1,60.597029630172464,59.69087032369355,1
1,60.95079983068311,56.87706040223949,1
1,87.84645695758026,55.50675634551167,1
1,73.35529974037323,54.064775963653084,1
1,67.17886572427373,45.58508528016593,1
1,72.8285658241325,85.96510920134982,0
1,93.63225939813692,98.84836872705588,0
1,30.72458299147443,31.016124838541646,0
1,10.488088481701515,17.320508075688775,0
1,87.5328509760764,98.38190890605854,0
1,73.0,60.663003552412405,1
1,44.710177812216315,42.80186911806539,1
1,112.47221879201993,148.75147058096601,0
1,15.264337522473747,9.055385138137417,1
1,50.556898639058154,51.73973328110612,0
1,62.92058486695749,68.03675477269621,0
1,89.78307190111062,95.4515583948214,0
1,17.74823934929885,27.2213151776324,0
1,69.02173570694958,49.25444142409901,1
